"","P37ST","S15","S16","S17","S14","S28D","P49ST.A","P49ST.B","P49ST.E","P76ST","P10ST","P4ST","S1NICC7","P6ST","P12ST","P13ST","IDENPA"
"7220","La política no es tan complicada y se entiende","Soltero","Femenino",18,"Media baja","No","8","8","8","8","Está estancado","Igual","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7221","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",46,"Baja","No","8","8","9","5","Está progresando","Mucho peor","Bastante","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7222","La política no es tan complicada y se entiende","Soltero","Masculino",40,"Baja","No","8","7","8","6","Está progresando","Un poco mejor","Bastante","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7223","La política no es tan complicada y se entiende","Soltero","Masculino",68,"Baja","No","NS/NR","NS/NR","NS/NR","2","Está progresando","Mucho peor","Bastante","Muy mala","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7224","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",25,"Baja","No","7","9","7","5","Está progresando","Un poco mejor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7225","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",26,"Baja","No","7","9","7","5","Está progresando","Un poco mejor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7226","La política es tan complicada que no se entiende","Soltero","Masculino",67,"Baja","No","4","7","8","5","Está estancado","Igual","Bastante","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7227","La política es tan complicada que no se entiende","Soltero","Femenino",25,"Baja","No","5","7","5","6","Está progresando","Un poco mejor","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7228","La política es tan complicada que no se entiende","Soltero","Masculino",20,"Baja","No","4","6","4","5","Está progresando","Igual","Bastante","Regular","Muy injusta","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7229","La política es tan complicada que no se entiende","Soltero","Femenino",33,"Baja","No","6","8","9","5","Está estancado","Un poco mejor","Bastante","Buena","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7230","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",49,"Baja","Sí","5","7","8","5","Está estancado","Igual","Bastante","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7231","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Masculino",63,"Baja","No","7","9","7","5","Está progresando","Un poco mejor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7232","La política es tan complicada que no se entiende","Soltero","Femenino",32,"Baja","No","7","9","7","5","Está progresando","Un poco mejor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7233","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",70,"Baja","No","7","9","7","5","Está progresando","Un poco mejor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7234","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",35,"Baja","No","7","9","7","5","Está progresando","Un poco mejor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7235","La política es tan complicada que no se entiende","Soltero","Femenino",36,"Baja","No","7","9","7","4","Está en retroceso","Un poco mejor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7236","La política no es tan complicada y se entiende","Soltero","Femenino",64,"Media","No","2","4","4","5","Está estancado","Igual","Mucho","Buena","Justa","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7237","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",52,"Media baja","No","7","9","7","5","Está progresando","Un poco mejor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7238","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Masculino",65,"Baja","No","7","9","7","5","Está progresando","Un poco mejor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7239","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",62,"Media","Sí","6","9","7","5","Está estancado","Igual","Mucho","Regular","NS/NR","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7240","La política es tan complicada que no se entiende","Soltero","Femenino",18,"Media","Sí","6","4","7","5","Está progresando","Igual","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7241","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",45,"Media","No","6","9","7","5","Está progresando","Igual","Mucho","Regular","NS/NR","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7242","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",38,"Media","NS/NR","6","9","4","5","Está progresando","Igual","Mucho","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7243","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",36,"Baja","Sí","6","8","8","5","Está progresando","Un poco mejor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7244","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",40,"Baja","No","6","10 Totalmente democrático","10 Totalmente democrático","5","Está progresando","Un poco mejor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7245","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",20,"Baja","No","5","10 Totalmente democrático","10 Totalmente democrático","5","Está progresando","Un poco mejor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7246","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",26,"Baja","No","6","8","8","5","Está progresando","Un poco mejor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7247","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",40,"Baja","NS/NR","6","9","6","5","Está progresando","Un poco mejor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7248","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",65,"Baja","No","6","9","7","5","Está progresando","Igual","Mucho","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7249","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",35,"Media","Sí","5","8","5","5","Está estancado","Igual","Bastante","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7250","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",57,"Media","Sí","4","8","6","6","Está en retroceso","Igual","Poco","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7251","La política no es tan complicada y se entiende","Soltero","Femenino",23,"Media","No","7","10 Totalmente democrático","9","6","Está en retroceso","Igual","Bastante","Buena","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7252","La política es tan complicada que no se entiende","Soltero","Masculino",18,"Media","Sí","4","5","6","6","Está progresando","Un poco mejor","Bastante","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7253","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",60,"Media baja","No","4","6","6","5","Está en retroceso","Un poco peor","Poco","Mala","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7254","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",21,"Media baja","No","4","6","6","6","Está en retroceso","Igual","Mucho","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7255","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",32,"Media baja","No","5","7","6","5","Está estancado","Igual","Mucho","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7256","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Masculino",37,"Baja","No","5","7","6","5","Está estancado","Igual","Poco","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7257","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",62,"Media","No","5","8","6","7","Está estancado","Igual","Bastante","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7258","La política no es tan complicada y se entiende","NS/NR","Masculino",37,"NS/NR","Sí","4","8","8","6","Está en retroceso","Igual","Bastante","Mala","Justa","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7259","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",35,"Media baja","NS/NR","5","6","5","NS/NR","Está en retroceso","Igual","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7260","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",46,"Media baja","No","4","8","8","6","Está estancado","Un poco mejor","Mucho","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7261","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",60,"Media baja","NS/NR","5","6","6","4","Está progresando","Un poco mejor","Mucho","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7262","La política no es tan complicada y se entiende","Soltero","Masculino",20,"Media baja","No","6","10 Totalmente democrático","6","5","Está estancado","Un poco mejor","Mucho","Buena","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7263","La política no es tan complicada y se entiende","Soltero","Masculino",38,"Media","Sí","6","7","7","6","Está estancado","Un poco mejor","Mucho","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7264","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",42,"Media","Sí","3","10 Totalmente democrático","9","10 Derecha","Está en retroceso","Un poco peor","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7265","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",30,"Media baja","No","6","8","7","NS/NR","Está progresando","Igual","Mucho","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7266","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",59,"Media baja","No","5","9","8","7","Está progresando","Un poco peor","Bastante","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7267","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",67,"Media baja","No","5","6","8","4","Está en retroceso","Igual","Mucho","Buena","Muy justa","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7268","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",58,"Media baja","Sí","4","9","7","8","Está en retroceso","Un poco mejor","Nada","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7269","La política no es tan complicada y se entiende","Soltero","Masculino",24,"Media baja","No","5","7","7","5","Está progresando","Igual","Poco","Mala","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7270","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",36,"Media baja","NS/NR","4","6","6","5","Está estancado","Igual","Bastante","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7271","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",65,"Media baja","No","4","6","6","5","Está estancado","Igual","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7272","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",52,"Media baja","NS/NR","5","7","6","5","Está progresando","Igual","Poco","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7273","La política no es tan complicada y se entiende","Soltero","Femenino",22,"Media baja","Sí","6","8","8","NS/NR","Está estancado","Un poco peor","Poco","Regular","Muy injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7274","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",70,"Media","Sí","8","8","8","9","Está estancado","Un poco mejor","Mucho","Muy buena","Justa","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7275","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",43,"Media alta","Sí","6","10 Totalmente democrático","7","5","Está estancado","Igual","Mucho","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7276","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",68,"Media","Sí","4","6","8","5","Está en retroceso","Igual","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7277","La política es tan complicada que no se entiende","Soltero","Masculino",22,"Media baja","No","3","5","6","5","Está estancado","Igual","Bastante","Mala","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7278","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",55,"Media","No","4","4","4","8","Está progresando","Un poco mejor","Bastante","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7279","La política es tan complicada que no se entiende","Soltero","Femenino",20,"Media","No","6","6","6","5","Está progresando","Igual","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7280","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",22,"Media baja","No","5","10 Totalmente democrático","6","4","Está en retroceso","Un poco mejor","Bastante","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7281","La política es tan complicada que no se entiende","Soltero","Masculino",19,"Media","No","4","10 Totalmente democrático","5","8","Está estancado","Un poco peor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7282","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",25,"Media","Sí","6","8","7","7","Está estancado","Mucho mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7283","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",45,"Media","Sí","8","8","8","3","Está estancado","Un poco mejor","Poco","Buena","Muy justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7284","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Masculino",65,"Media","Sí","4","10 Totalmente democrático","5","8","Está estancado","Un poco peor","Bastante","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7285","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",41,"Media","Sí","6","5","7","3","Está estancado","Igual","Poco","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7286","La política no es tan complicada y se entiende","Soltero","Masculino",24,"Baja","No","4","5","6","8","Está en retroceso","Un poco peor","Bastante","Mala","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7287","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",33,"Media","No","4","10 Totalmente democrático","6","8","Está estancado","Igual","Bastante","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7288","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",61,"Media","Sí","2","10 Totalmente democrático","5","9","Está estancado","Un poco peor","Mucho","Mala","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7289","La política es tan complicada que no se entiende","Soltero","Masculino",18,"Media","No","4","8","5","10 Derecha","Está en retroceso","Mucho peor","Mucho","Mala","Justa","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7290","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",25,"Media","Sí","7","7","7","2","Está estancado","Mucho mejor","Bastante","Muy buena","Muy justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7291","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",23,"Media","Sí","5","8","8","5","Está progresando","Un poco mejor","Mucho","Muy buena","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7292","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",32,"Media baja","No","8","9","7","7","Está estancado","Igual","Poco","Mala","Injusta","NS/NR","Ecuador"
"7293","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",60,"Baja","No","8","10 Totalmente democrático","4","3","Está estancado","Un poco peor","Mucho","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7294","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",45,"Media","Sí","7","10 Totalmente democrático","8","NS/NR","Está estancado","Un poco peor","Bastante","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7295","La política es tan complicada que no se entiende","Soltero","Masculino",22,"Media baja","Sí","9","9","8","8","Está estancado","Un poco mejor","Poco","Regular","NS/NR","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7296","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",32,"Media","Sí","9","9","8","5","Está progresando","Un poco mejor","Bastante","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7297","La política es tan complicada que no se entiende","Soltero","Masculino",56,"Media","No","5","5","5","8","Está en retroceso","Igual","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7298","La política no es tan complicada y se entiende","NS/NR","Masculino",39,"Media","Sí","9","9","6","1","Está estancado","Un poco mejor","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7299","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",63,"Media","Sí","6","6","9","5","NS/NR","Igual","Mucho","Regular","Justa","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7300","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",40,"Media","Sí","7","10 Totalmente democrático","8","NS/NR","Está estancado","Un poco peor","Bastante","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7301","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",50,"NS/NR","Sí","7","7","7","9","Está estancado","Igual","Bastante","Muy buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7302","La política es tan complicada que no se entiende","Soltero","Femenino",25,"Media baja","Sí","8","10 Totalmente democrático","8","7","Está estancado","Igual","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7303","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",58,"Media baja","No","5","7","8","7","Está estancado","Mucho mejor","Mucho","Buena","Justa","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7304","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",29,"Media","Sí","4","8","8","5","Está estancado","Un poco peor","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7305","La política es tan complicada que no se entiende","Soltero","Masculino",18,"Media","Sí","6","8","8","6","Está estancado","Igual","Mucho","Regular","Injusta","NS/NR","Ecuador"
"7306","La política es tan complicada que no se entiende","Soltero","Femenino",37,"Media baja","No","4","8","8","5","Está estancado","Un poco peor","Mucho","Mala","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7307","La política no es tan complicada y se entiende","Soltero","Femenino",26,"Media","Sí","6","9","9","6","Está estancado","Igual","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7308","La política no es tan complicada y se entiende","Soltero","Masculino",20,"Media baja","No","9","9","9","8","Está estancado","Igual","Poco","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7309","La política es tan complicada que no se entiende","Soltero","Masculino",20,"Baja","No","6","9","9","5","Está progresando","Un poco mejor","Poco","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7310","La política es tan complicada que no se entiende","Soltero","Masculino",60,"Baja","No","5","01 No es democrático","9","5","Está progresando","Mucho peor","Bastante","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7311","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",24,"Baja","No","5","9","5","5","Está progresando","Igual","Mucho","Mala","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7312","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",43,"Baja","No","9","9","9","00 Izquierda","Está en retroceso","Un poco mejor","Bastante","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7313","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",50,"Baja","No","6","9","9","6","Está estancado","Igual","Bastante","Regular","NS/NR","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7314","La política no es tan complicada y se entiende","Soltero","Masculino",48,"Baja","No","6","9","9","NS/NR","Está en retroceso","Mucho peor","Bastante","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7315","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",33,"Baja","No","7","10 Totalmente democrático","8","5","Está progresando","Un poco mejor","Bastante","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7316","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",42,"Media baja","No","7","4","6","9","Está progresando","Un poco peor","Bastante","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7317","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",76,"Baja","No","8","10 Totalmente democrático","10 Totalmente democrático","9","Está en retroceso","Un poco mejor","NS/NR","Regular","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7318","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",45,"Media baja","No","7","8","9","00 Izquierda","Está estancado","Igual","Poco","Buena","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7319","La política es tan complicada que no se entiende","Soltero","Masculino",25,"Baja","NS/NR","6","9","9","00 Izquierda","Está progresando","Igual","Bastante","Buena","Muy injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7320","La política no es tan complicada y se entiende","Soltero","Femenino",38,"Media","No","8","8","6","6","Está progresando","Un poco mejor","Bastante","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7321","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",48,"Media baja","No","5","7","8","NS/NR","Está estancado","Igual","Bastante","Buena","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7322","La política es tan complicada que no se entiende","Soltero","Masculino",43,"Media baja","Sí","3","2","4","5","Está estancado","Igual","Mucho","Buena","Justa","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7323","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",26,"Media","Sí","8","9","8","5","Está estancado","Igual","Poco","Regular","Injusta","A la gente como uno, nos da lo mismo un régimen democrático","Ecuador"
"7324","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",25,"Baja","No","2","2","2","1","Está estancado","Un poco peor","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7325","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",34,"Media","No","9","9","8","9","Está progresando","Un poco mejor","Mucho","Buena","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7326","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",46,"Media","No","9","7","5","1","Está progresando","Igual","Mucho","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7327","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",60,"Media baja","No","9","7","7","1","Está progresando","Un poco mejor","Mucho","Buena","Justa","NS/NR","Ecuador"
"7328","La política es tan complicada que no se entiende","Soltero","Femenino",21,"Media","Sí","5","8","8","4","Está progresando","Un poco mejor","Mucho","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7329","La política no es tan complicada y se entiende","Soltero","Masculino",19,"Alta","No","2","01 No es democrático","01 No es democrático","6","Está estancado","Igual","Bastante","Mala","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7330","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",72,"Baja","No","NS/NR","NS/NR","NS/NR","NS/NR","NS/NR","Igual","Bastante","Regular","Muy injusta","NS/NR","Ecuador"
"7331","La política es tan complicada que no se entiende","Casado/ Conviviente","Masculino",47,"Baja","No","4","7","6","5","Está progresando","Un poco peor","Bastante","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7332","La política es tan complicada que no se entiende","Soltero","Femenino",25,"Baja","No","4","7","7","5","Está en retroceso","Un poco peor","Poco","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7333","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",35,"Baja","No","5","7","6","5","Está en retroceso","Igual","Bastante","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7334","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Masculino",41,"Baja","No","6","8","6","4","Está progresando","Igual","Bastante","Buena","Justa","NS/NR","Ecuador"
"7335","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",60,"Media baja","No","6","10 Totalmente democrático","5","5","Está estancado","Un poco peor","Poco","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7336","La política es tan complicada que no se entiende","Soltero","Masculino",25,"Media baja","Sí","6","7","7","5","Está estancado","Un poco peor","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7337","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",74,"Media","No","8","10 Totalmente democrático","10 Totalmente democrático","5","Está estancado","Igual","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7338","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",34,"Baja","No","7","9","9","5","Está en retroceso","Igual","Poco","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7339","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",44,"Baja","No","7","8","6","5","Está en retroceso","Igual","Poco","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7340","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",71,"Baja","No","5","8","6","5","Está estancado","Igual","Poco","Regular","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7341","La política no es tan complicada y se entiende","Casado/ Conviviente","Masculino",44,"Baja","Sí","7","8","6","6","Está progresando","Igual","Poco","Regular","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7342","La política no es tan complicada y se entiende","Soltero","Masculino",20,"Media","No","8","7","8","6","Está progresando","Igual","Poco","Regular","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7343","La política no es tan complicada y se entiende","Separado/Divorciado/Viudo","Femenino",40,"Media","No","5","5","5","5","Está estancado","Un poco mejor","Bastante","Buena","Injusta","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7344","La política es tan complicada que no se entiende","Casado/ Conviviente","Femenino",37,"Media","Sí","5","6","4","5","Está progresando","Mucho mejor","Bastante","Buena","Justa","En algunas circunstancias, un gobierno autoritario puede ser","Ecuador"
"7345","La política es tan complicada que no se entiende","Separado/Divorciado/Viudo","Femenino",72,"Media baja","No","4","6","5","5","Está en retroceso","Igual","Bastante","Regular","Injusta","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
"7346","La política no es tan complicada y se entiende","Casado/ Conviviente","Femenino",43,"Media baja","No","7","10 Totalmente democrático","9","5","Está progresando","Un poco peor","Poco","Buena","Justa","La democracia es preferible a cualquier otra forma de gobier","Ecuador"
